[0.076s] Invoking command in '/home/an/bao_ws/build/tb3_description': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/an/ros2_ws/install/self_driving:/opt/ros/humble /usr/bin/cmake /home/an/bao_ws/src/tb3_description -DCMAKE_INSTALL_PREFIX=/home/an/bao_ws/install/tb3_description
[0.844s] -- The C compiler identification is GNU 11.4.0
[1.155s] -- The CXX compiler identification is GNU 11.4.0
[1.213s] -- Detecting C compiler ABI info
[1.860s] -- Detecting C compiler ABI info - done
[1.925s] -- Check for working C compiler: /usr/bin/cc - skipped
[1.928s] -- Detecting C compile features
[1.931s] -- Detecting C compile features - done
[1.954s] -- Detecting CXX compiler ABI info
[2.524s] -- Detecting CXX compiler ABI info - done
[2.630s] -- Check for working CXX compiler: /usr/bin/c++ - skipped
[2.632s] -- Detecting CXX compile features
[2.634s] -- Detecting CXX compile features - done
[2.692s] -- Found ament_cmake: 1.3.8 (/opt/ros/humble/share/ament_cmake/cmake)
[3.889s] -- Found Python3: /usr/bin/python3 (found version "3.10.12") found components: Interpreter 
[4.687s] -- Found ament_lint_auto: 0.12.10 (/opt/ros/humble/share/ament_lint_auto/cmake)
[5.341s] -- Added test 'flake8' to check Python code syntax and style conventions
[5.352s] -- Added test 'lint_cmake' to check CMake code style
[5.361s] -- Added test 'pep257' to check Python code against some of the docstring style conventions in PEP 257
[5.394s] -- Added test 'xmllint' to check XML markup files
[5.405s] -- Configuring done
[5.429s] -- Generating done
[5.434s] -- Build files have been written to: /home/an/bao_ws/build/tb3_description
[5.450s] Invoked command in '/home/an/bao_ws/build/tb3_description' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/an/ros2_ws/install/self_driving:/opt/ros/humble /usr/bin/cmake /home/an/bao_ws/src/tb3_description -DCMAKE_INSTALL_PREFIX=/home/an/bao_ws/install/tb3_description
[5.461s] Invoking command in '/home/an/bao_ws/build/tb3_description': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/an/ros2_ws/install/self_driving:/opt/ros/humble /usr/bin/cmake --build /home/an/bao_ws/build/tb3_description -- -j4 -l4
[5.718s] Invoked command in '/home/an/bao_ws/build/tb3_description' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/an/ros2_ws/install/self_driving:/opt/ros/humble /usr/bin/cmake --build /home/an/bao_ws/build/tb3_description -- -j4 -l4
[5.887s] Invoking command in '/home/an/bao_ws/build/tb3_description': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/an/ros2_ws/install/self_driving:/opt/ros/humble /usr/bin/cmake --install /home/an/bao_ws/build/tb3_description
[5.918s] -- Install configuration: ""
[5.919s] -- Installing: /home/an/bao_ws/install/tb3_description/share/tb3_description/meshes
[5.923s] -- Installing: /home/an/bao_ws/install/tb3_description/share/tb3_description/meshes/lidar_link.stl
[5.947s] -- Installing: /home/an/bao_ws/install/tb3_description/share/tb3_description/meshes/base_link.stl
[6.085s] -- Installing: /home/an/bao_ws/install/tb3_description/share/tb3_description/meshes/imu_link.stl
[6.095s] -- Installing: /home/an/bao_ws/install/tb3_description/share/tb3_description/meshes/wheel_right_link.stl
[6.131s] -- Installing: /home/an/bao_ws/install/tb3_description/share/tb3_description/meshes/caster_back_left_link.stl
[6.147s] -- Installing: /home/an/bao_ws/install/tb3_description/share/tb3_description/meshes/r200_link.dae
[6.158s] -- Installing: /home/an/bao_ws/install/tb3_description/share/tb3_description/meshes/caster_back_right_link.stl
[6.176s] -- Installing: /home/an/bao_ws/install/tb3_description/share/tb3_description/meshes/TB3-RPi-camera-mount.stl
[6.183s] -- Installing: /home/an/bao_ws/install/tb3_description/share/tb3_description/meshes/wheel_left_link.stl
[6.213s] -- Installing: /home/an/bao_ws/install/tb3_description/share/tb3_description/meshes/pi_cam_v3_link.stl
[6.226s] -- Installing: /home/an/bao_ws/install/tb3_description/share/tb3_description/urdf
[6.227s] -- Installing: /home/an/bao_ws/install/tb3_description/share/tb3_description/urdf/turtlebot3_waffle.urdf.xacro
[6.229s] -- Installing: /home/an/bao_ws/install/tb3_description/share/tb3_description/urdf/gazebo_control.xacro
